"subject","task","congurancy","block","trial","accuracy","rt"
"subj006","ink_naming","congruent",6,31,1,804
"subj006","ink_naming","congruent",6,32,1,1036
"subj006","word_reading","incongruent",6,33,1,729
"subj006","word_reading","congruent",6,34,1,698
"subj006","word_reading","incongruent",6,35,1,816
"subj006","word_reading","incongruent",6,36,1,767
"subj006","word_reading","congruent",6,37,1,673
"subj006","ink_naming","incongruent",6,38,1,1148
"subj006","ink_naming","congruent",6,39,1,1080
"subj006","ink_naming","congruent",6,40,1,847
"subj006","ink_naming","incongruent",6,41,1,1182
"subj006","word_reading","congruent",6,42,1,527
"subj006","ink_naming","congruent",6,43,1,1072
"subj006","ink_naming","congruent",6,44,0,943
"subj006","word_reading","incongruent",6,45,1,785
"subj006","word_reading","congruent",6,46,1,688
"subj006","ink_naming","incongruent",6,48,1,1380
"subj006","word_reading","congruent",6,49,1,555
"subj006","word_reading","incongruent",6,50,1,703
"subj006","ink_naming","incongruent",7,1,1,1435
"subj006","ink_naming","congruent",7,2,1,952
"subj006","ink_naming","incongruent",7,3,1,1103
"subj006","ink_naming","incongruent",7,4,1,1120
"subj006","ink_naming","incongruent",7,5,1,1292
"subj006","ink_naming","congruent",7,6,1,890
"subj006","ink_naming","incongruent",7,7,1,1072
"subj006","word_reading","incongruent",7,8,1,645
"subj006","word_reading","incongruent",7,9,1,764
"subj006","word_reading","incongruent",7,10,1,600
"subj006","ink_naming","incongruent",7,11,1,1257
"subj006","ink_naming","incongruent",7,12,1,1090
"subj006","word_reading","congruent",7,13,1,592
"subj006","word_reading","incongruent",7,14,1,607
"subj006","ink_naming","incongruent",7,15,1,1039
"subj006","ink_naming","congruent",7,16,1,777
"subj006","ink_naming","congruent",7,17,1,1040
"subj006","word_reading","congruent",7,18,1,692
"subj006","ink_naming","incongruent",7,19,1,1228
"subj006","ink_naming","incongruent",7,20,1,1114
"subj006","ink_naming","incongruent",7,21,1,1074
"subj006","word_reading","congruent",7,22,1,763
"subj006","ink_naming","congruent",7,23,1,1051
"subj006","word_reading","incongruent",7,24,1,669
"subj006","word_reading","congruent",7,25,1,525
"subj006","ink_naming","congruent",7,26,1,848
"subj006","word_reading","congruent",7,28,0,889
"subj006","ink_naming","incongruent",7,29,1,1169
"subj006","word_reading","incongruent",7,30,1,531
"subj006","ink_naming","congruent",7,31,1,931
"subj006","ink_naming","incongruent",7,32,1,1013
"subj006","word_reading","incongruent",7,33,1,768
"subj006","ink_naming","incongruent",7,35,1,1264
"subj006","word_reading","incongruent",7,36,0,753
"subj006","ink_naming","incongruent",7,37,1,1582
"subj006","ink_naming","incongruent",7,38,1,1093
"subj006","word_reading","incongruent",7,39,1,697
"subj006","ink_naming","incongruent",7,40,1,1230
"subj006","word_reading","incongruent",7,41,1,757
"subj006","ink_naming","congruent",7,43,1,1061
"subj006","word_reading","congruent",7,44,1,677
"subj006","word_reading","congruent",7,45,1,666
"subj006","word_reading","incongruent",7,46,1,591
"subj006","word_reading","congruent",7,48,1,892
"subj006","word_reading","congruent",7,49,1,612
"subj006","word_reading","incongruent",7,50,1,714
"subj006","ink_naming","incongruent",8,1,1,1025
"subj006","word_reading","incongruent",8,2,1,646
"subj006","ink_naming","incongruent",8,3,1,1308
"subj006","word_reading","incongruent",8,4,1,808
"subj006","ink_naming","incongruent",8,5,1,1161
"subj006","ink_naming","incongruent",8,6,1,1142
"subj006","word_reading","congruent",8,7,1,558
"subj006","word_reading","incongruent",8,8,1,765
"subj006","ink_naming","congruent",8,9,1,1158
"subj006","word_reading","congruent",8,10,1,712
"subj006","ink_naming","congruent",8,11,1,962
"subj006","word_reading","incongruent",8,12,1,633
"subj006","ink_naming","incongruent",8,13,1,1180
"subj006","ink_naming","incongruent",8,14,1,1165
"subj006","word_reading","incongruent",8,15,1,618
"subj006","ink_naming","incongruent",8,16,1,1369
"subj006","word_reading","congruent",8,17,1,622
"subj006","ink_naming","incongruent",8,18,1,1087
"subj006","ink_naming","congruent",8,20,1,922
"subj006","word_reading","incongruent",8,21,1,745
"subj006","ink_naming","congruent",8,22,1,1002
"subj006","word_reading","incongruent",8,23,1,545
"subj006","word_reading","incongruent",8,24,1,854
"subj006","ink_naming","incongruent",8,25,1,1158
"subj006","word_reading","congruent",8,26,0,644
"subj006","ink_naming","incongruent",8,27,1,1134
"subj006","word_reading","incongruent",8,28,1,803
"subj006","word_reading","congruent",8,29,1,651
"subj006","ink_naming","incongruent",8,30,1,1182
"subj006","ink_naming","congruent",8,32,1,1061
"subj006","ink_naming","congruent",8,33,1,1032
"subj006","ink_naming","congruent",8,34,1,1028
"subj006","word_reading","incongruent",8,35,1,835
"subj006","word_reading","congruent",8,36,1,746
"subj006","ink_naming","incongruent",8,37,1,1161
"subj006","word_reading","congruent",8,38,1,785
"subj006","ink_naming","congruent",8,39,1,1015
"subj006","word_reading","congruent",8,40,1,628
"subj006","ink_naming","congruent",8,41,1,1038
"subj006","ink_naming","incongruent",8,42,1,1225
"subj006","ink_naming","congruent",8,43,1,946
"subj006","word_reading","incongruent",8,44,1,759
"subj006","ink_naming","congruent",8,45,1,805
"subj006","word_reading","incongruent",8,46,1,803
"subj006","ink_naming","incongruent",8,47,1,1204
"subj006","ink_naming","incongruent",8,48,1,1171
"subj006","word_reading","congruent",8,49,0,653
"subj006","ink_naming","congruent",8,50,1,843
"subj007","word_reading","congruent",1,1,1,825
"subj007","word_reading","incongruent",1,2,1,723
"subj007","ink_naming","congruent",1,3,1,1130
"subj007","word_reading","incongruent",1,4,1,730
"subj007","ink_naming","congruent",1,5,1,1029
"subj007","ink_naming","incongruent",1,6,1,1252
"subj007","ink_naming","incongruent",1,7,1,1356
"subj007","ink_naming","incongruent",1,8,1,1238
"subj007","ink_naming","congruent",1,9,1,1040
"subj007","ink_naming","incongruent",1,10,1,1262
"subj007","ink_naming","congruent",1,11,1,894
"subj007","word_reading","congruent",1,12,1,768
"subj007","word_reading","incongruent",1,13,1,743
"subj007","word_reading","congruent",1,14,1,709
"subj007","word_reading","congruent",1,16,1,515
"subj007","ink_naming","incongruent",1,17,1,1262
"subj007","ink_naming","congruent",1,18,1,999
"subj007","ink_naming","congruent",1,19,1,952
"subj007","word_reading","incongruent",1,20,1,631
"subj007","word_reading","congruent",1,21,1,762
"subj007","ink_naming","congruent",1,22,1,1160
"subj007","ink_naming","incongruent",1,23,1,1143
"subj007","word_reading","congruent",1,24,1,490
"subj007","ink_naming","congruent",1,25,1,1017
"subj007","word_reading","congruent",1,26,1,743
"subj007","word_reading","congruent",1,27,1,610
"subj007","word_reading","congruent",1,28,1,850
"subj007","word_reading","congruent",1,29,1,537
"subj007","word_reading","incongruent",1,30,1,618
"subj007","ink_naming","congruent",1,31,1,968
"subj007","ink_naming","congruent",1,32,1,1163
"subj007","ink_naming","congruent",1,33,1,1078
"subj007","word_reading","congruent",1,34,1,742
"subj007","ink_naming","congruent",1,35,1,999
"subj007","word_reading","incongruent",1,36,1,703
"subj007","ink_naming","incongruent",1,37,1,1297
"subj007","word_reading","congruent",1,38,1,900
"subj007","word_reading","incongruent",1,39,1,755
"subj007","ink_naming","incongruent",1,40,1,1167
"subj007","ink_naming","congruent",1,41,1,910
"subj007","ink_naming","incongruent",1,42,1,1128
"subj007","ink_naming","congruent",1,43,1,839
"subj007","ink_naming","congruent",1,44,1,1135
"subj007","ink_naming","congruent",1,45,1,1051
"subj007","word_reading","congruent",1,46,1,635
"subj007","ink_naming","incongruent",1,47,1,1233
"subj007","ink_naming","incongruent",1,48,1,1257
"subj007","word_reading","congruent",1,49,1,900
"subj007","ink_naming","congruent",1,50,1,1031
"subj007","word_reading","congruent",2,1,1,686
"subj007","ink_naming","incongruent",2,2,1,1121
"subj007","word_reading","congruent",2,3,0,598
"subj007","word_reading","incongruent",2,5,1,799
"subj007","ink_naming","congruent",2,6,1,1069
"subj007","word_reading","incongruent",2,7,1,677
"subj007","word_reading","congruent",2,8,1,684
"subj007","word_reading","congruent",2,9,1,491
"subj007","ink_naming","incongruent",2,10,1,1084
"subj007","ink_naming","incongruent",2,11,1,986
"subj007","ink_naming","congruent",2,12,1,767
"subj007","word_reading","congruent",2,13,1,684
"subj007","word_reading","incongruent",2,14,1,621
"subj007","word_reading","congruent",2,15,1,739
"subj007","word_reading","incongruent",2,17,1,667
"subj007","ink_naming","incongruent",2,18,1,1188
"subj007","word_reading","incongruent",2,19,1,800
"subj007","ink_naming","congruent",2,20,1,897
"subj007","ink_naming","congruent",2,21,1,904
"subj007","ink_naming","congruent",2,22,1,1005
"subj007","ink_naming","incongruent",2,23,1,1107
"subj007","word_reading","incongruent",2,24,1,805
"subj007","ink_naming","incongruent",2,25,1,1220
"subj007","word_reading","incongruent",2,26,1,662
"subj007","word_reading","incongruent",2,27,1,703
"subj007","ink_naming","incongruent",2,28,1,1093
"subj007","ink_naming","congruent",2,29,1,970
"subj007","word_reading","congruent",2,30,1,659
"subj007","word_reading","congruent",2,31,1,658
"subj007","ink_naming","incongruent",2,32,1,1320
"subj007","word_reading","congruent",2,33,1,684
"subj007","ink_naming","incongruent",2,34,1,1330
"subj007","ink_naming","congruent",2,36,1,808
"subj007","word_reading","incongruent",2,37,1,776
"subj007","word_reading","incongruent",2,38,1,650
"subj007","ink_naming","congruent",2,39,1,997
"subj007","word_reading","incongruent",2,40,1,757
"subj007","ink_naming","congruent",2,41,1,1049
"subj007","word_reading","incongruent",2,42,1,788
"subj007","word_reading","incongruent",2,43,1,776
"subj007","ink_naming","congruent",2,44,1,1000
"subj007","ink_naming","incongruent",2,45,1,1123
"subj007","word_reading","congruent",2,46,1,684
"subj007","ink_naming","incongruent",2,47,1,1130
"subj007","ink_naming","incongruent",2,48,1,1376
"subj007","ink_naming","incongruent",2,49,1,1132
"subj007","ink_naming","congruent",3,1,1,1018
"subj007","word_reading","congruent",3,2,1,730
"subj007","ink_naming","congruent",3,3,1,1052
"subj007","ink_naming","congruent",3,4,1,1050
"subj007","word_reading","incongruent",3,5,1,700
"subj007","ink_naming","incongruent",3,6,1,1100
"subj007","word_reading","incongruent",3,7,0,677
"subj007","ink_naming","incongruent",3,8,1,1062
"subj007","word_reading","congruent",3,10,1,711
"subj007","word_reading","incongruent",3,11,1,637
"subj007","word_reading","incongruent",3,12,1,543
"subj007","ink_naming","congruent",3,13,1,1119
"subj007","ink_naming","incongruent",3,14,1,1270
"subj007","ink_naming","congruent",3,15,1,1057
"subj007","ink_naming","incongruent",3,16,1,1200
"subj007","ink_naming","incongruent",3,18,1,1343
"subj007","word_reading","congruent",3,19,1,827
"subj007","word_reading","incongruent",3,20,1,774
"subj007","word_reading","congruent",3,21,1,612
"subj007","word_reading","congruent",3,22,1,311
"subj007","ink_naming","congruent",3,23,1,1048
"subj007","ink_naming","congruent",3,24,1,1054
"subj007","word_reading","congruent",3,26,1,737
"subj007","ink_naming","congruent",3,27,1,894
"subj007","ink_naming","congruent",3,28,1,991
"subj007","ink_naming","congruent",3,29,1,1072
"subj007","word_reading","incongruent",3,30,1,597
"subj007","ink_naming","incongruent",3,31,1,1083
"subj007","word_reading","incongruent",3,32,1,796
"subj007","ink_naming","incongruent",3,33,1,1181
"subj007","ink_naming","congruent",3,34,1,1180
"subj007","ink_naming","incongruent",3,35,1,1357
"subj007","ink_naming","congruent",3,36,1,986
"subj007","ink_naming","congruent",3,37,1,962
"subj007","word_reading","congruent",3,38,1,570
"subj007","word_reading","congruent",3,39,1,625
"subj007","ink_naming","incongruent",3,40,1,1143
"subj007","word_reading","congruent",3,41,1,626
"subj007","word_reading","congruent",3,42,1,631
"subj007","word_reading","incongruent",3,43,1,695
"subj007","word_reading","incongruent",3,44,0,2742
"subj007","word_reading","incongruent",3,46,1,665
"subj007","word_reading","incongruent",3,47,1,596
"subj007","ink_naming","incongruent",3,48,1,1101
"subj007","ink_naming","congruent",3,49,1,909
"subj007","ink_naming","congruent",3,50,1,978
"subj007","word_reading","incongruent",4,1,0,596
"subj007","word_reading","incongruent",4,2,1,730
"subj007","word_reading","congruent",4,3,1,741
"subj007","ink_naming","congruent",4,4,1,896
"subj007","ink_naming","congruent",4,5,1,1043
"subj007","ink_naming","congruent",4,7,1,947
"subj007","ink_naming","incongruent",4,8,1,1213
"subj007","word_reading","incongruent",4,9,1,756
"subj007","ink_naming","congruent",4,10,1,946
"subj007","word_reading","incongruent",4,13,1,755
"subj007","word_reading","congruent",4,14,1,641
"subj007","word_reading","incongruent",4,15,1,596
"subj007","ink_naming","congruent",4,16,1,1080
"subj007","word_reading","incongruent",4,17,1,858
"subj007","word_reading","incongruent",4,18,1,787
"subj007","ink_naming","incongruent",4,19,1,1066
"subj007","word_reading","congruent",4,20,1,655
"subj007","word_reading","congruent",4,21,0,911
"subj007","word_reading","congruent",4,22,1,743
"subj007","ink_naming","congruent",4,23,1,1078
"subj007","word_reading","incongruent",4,24,1,654
"subj007","ink_naming","congruent",4,25,1,1050
"subj007","ink_naming","incongruent",4,26,1,1031
"subj007","ink_naming","incongruent",4,28,1,1082
"subj007","word_reading","incongruent",4,30,1,675
"subj007","ink_naming","congruent",4,31,1,996
"subj007","word_reading","incongruent",4,32,1,697
"subj007","word_reading","congruent",4,33,1,752
"subj007","ink_naming","congruent",4,34,1,943
"subj007","word_reading","incongruent",4,35,1,552
"subj007","word_reading","incongruent",4,36,1,663
"subj007","word_reading","incongruent",4,37,1,817
"subj007","word_reading","congruent",4,38,1,307
"subj007","word_reading","congruent",4,40,1,730
"subj007","ink_naming","incongruent",4,41,1,1161
"subj007","word_reading","congruent",4,42,1,731
"subj007","ink_naming","incongruent",4,43,1,1147
"subj007","word_reading","congruent",4,44,1,686
"subj007","word_reading","congruent",4,46,1,613
"subj007","word_reading","congruent",4,48,1,907
"subj007","ink_naming","incongruent",4,50,1,1344
"subj007","ink_naming","incongruent",5,2,1,1427
"subj007","ink_naming","incongruent",5,3,1,1228
"subj007","word_reading","congruent",5,4,1,550
"subj007","word_reading","incongruent",5,5,1,659
"subj007","word_reading","congruent",5,6,1,470
"subj007","ink_naming","congruent",5,7,1,1027
"subj007","word_reading","incongruent",5,8,1,730
"subj007","word_reading","incongruent",5,9,1,695
"subj007","ink_naming","incongruent",5,10,1,1373
"subj007","ink_naming","incongruent",5,11,1,1118
"subj007","word_reading","congruent",5,12,1,798
"subj007","word_reading","incongruent",5,13,1,696
"subj007","ink_naming","incongruent",5,15,1,1297
"subj007","ink_naming","congruent",5,16,0,1001
"subj007","word_reading","congruent",5,17,1,593
"subj007","word_reading","incongruent",5,18,1,664
"subj007","word_reading","incongruent",5,19,1,1011
"subj007","ink_naming","congruent",5,20,1,1116
"subj007","ink_naming","incongruent",5,21,1,1053
"subj007","word_reading","congruent",5,23,1,557
"subj007","word_reading","incongruent",5,24,1,671
"subj007","ink_naming","congruent",5,25,1,969
"subj007","word_reading","incongruent",5,26,1,522
"subj007","word_reading","congruent",5,27,1,839
"subj007","ink_naming","incongruent",5,28,1,1190
"subj007","ink_naming","incongruent",5,29,1,1040
"subj007","ink_naming","congruent",5,30,1,1079
"subj007","ink_naming","congruent",5,31,1,919
"subj007","ink_naming","congruent",5,32,1,1114
"subj007","word_reading","incongruent",5,33,1,779
"subj007","ink_naming","incongruent",5,34,1,1295
"subj007","ink_naming","incongruent",5,35,1,1168
"subj007","ink_naming","incongruent",5,36,1,1174
"subj007","ink_naming","congruent",5,37,1,1147
"subj007","ink_naming","congruent",5,38,1,909
"subj007","word_reading","incongruent",5,39,1,651
"subj007","word_reading","congruent",5,40,1,635
"subj007","ink_naming","incongruent",5,41,1,1103
"subj007","ink_naming","incongruent",5,42,1,1208
"subj007","word_reading","incongruent",5,43,1,646
"subj007","word_reading","incongruent",5,44,1,908
"subj007","ink_naming","incongruent",5,45,1,1177
"subj007","word_reading","incongruent",5,46,1,785
"subj007","ink_naming","congruent",5,48,1,1017
"subj007","word_reading","incongruent",5,49,1,541
"subj007","ink_naming","incongruent",5,50,1,1032
"subj007","word_reading","congruent",6,1,1,780
"subj007","ink_naming","congruent",6,2,1,1270
"subj007","word_reading","congruent",6,3,1,653
"subj007","word_reading","congruent",6,4,1,712
"subj007","ink_naming","congruent",6,5,1,986
"subj007","word_reading","congruent",6,6,1,777
"subj007","word_reading","congruent",6,7,1,634
"subj007","word_reading","congruent",6,9,1,574
"subj007","ink_naming","incongruent",6,10,1,1156
"subj007","word_reading","congruent",6,11,1,672
"subj007","word_reading","congruent",6,12,1,753
"subj007","ink_naming","incongruent",6,13,1,993
"subj007","word_reading","incongruent",6,14,1,784
"subj007","ink_naming","incongruent",6,15,1,1156
"subj007","ink_naming","incongruent",6,16,1,1299
"subj007","word_reading","incongruent",6,17,0,757
"subj007","word_reading","congruent",6,18,1,781
"subj007","ink_naming","incongruent",6,19,1,1155
"subj007","ink_naming","congruent",6,20,1,953
"subj007","word_reading","congruent",6,21,1,932
"subj007","word_reading","congruent",6,22,1,681
"subj007","ink_naming","congruent",6,23,1,1001
"subj007","ink_naming","incongruent",6,24,1,1359
"subj007","word_reading","incongruent",6,25,1,545
"subj007","word_reading","congruent",6,26,1,547
"subj007","word_reading","incongruent",6,27,1,846
"subj007","word_reading","congruent",6,28,1,747
"subj007","ink_naming","incongruent",6,29,1,1383
"subj007","word_reading","congruent",6,30,1,701
"subj007","word_reading","congruent",6,31,1,670
"subj007","ink_naming","congruent",6,32,1,1029
"subj007","word_reading","incongruent",6,33,1,565
"subj007","word_reading","incongruent",6,34,1,759
"subj007","ink_naming","congruent",6,35,1,1091
"subj007","word_reading","incongruent",6,36,1,526
"subj007","ink_naming","congruent",6,37,1,889
"subj007","word_reading","congruent",6,38,1,529
"subj007","ink_naming","congruent",6,39,1,1019
"subj007","ink_naming","congruent",6,40,1,816
"subj007","word_reading","incongruent",6,41,1,565
"subj007","word_reading","incongruent",6,42,1,709
"subj007","ink_naming","incongruent",6,43,1,1050
"subj007","ink_naming","congruent",6,44,1,1079
"subj007","word_reading","congruent",6,45,1,866
"subj007","word_reading","congruent",6,46,1,596
"subj007","ink_naming","incongruent",6,47,0,1404
"subj007","ink_naming","incongruent",6,48,1,1234
"subj007","ink_naming","incongruent",6,49,1,1092
"subj007","ink_naming","congruent",7,1,1,1035
"subj007","word_reading","incongruent",7,2,1,735
"subj007","word_reading","incongruent",7,3,1,867
"subj007","ink_naming","congruent",7,4,1,946
"subj007","ink_naming","congruent",7,5,1,1081
"subj007","ink_naming","congruent",7,6,1,1159
"subj007","word_reading","incongruent",7,7,1,746
"subj007","word_reading","congruent",7,8,1,769
"subj007","ink_naming","incongruent",7,9,1,1190
"subj007","word_reading","congruent",7,10,1,742
"subj007","ink_naming","incongruent",7,11,1,1267
"subj007","word_reading","congruent",7,12,0,535
"subj007","word_reading","congruent",7,13,1,734
"subj007","ink_naming","congruent",7,14,1,1068
"subj007","word_reading","incongruent",7,15,1,889
"subj007","ink_naming","incongruent",7,16,1,1096
"subj007","word_reading","congruent",7,17,1,386
"subj007","ink_naming","incongruent",7,18,1,1286
"subj007","word_reading","incongruent",7,19,1,770
"subj007","ink_naming","congruent",7,20,1,965
"subj007","ink_naming","incongruent",7,21,1,1040
"subj007","word_reading","incongruent",7,22,1,577
"subj007","ink_naming","congruent",7,24,1,998
"subj007","word_reading","incongruent",7,25,1,753
"subj007","ink_naming","incongruent",7,26,1,1021
"subj007","word_reading","incongruent",7,27,0,660
"subj007","word_reading","congruent",7,28,1,626
"subj007","word_reading","congruent",7,30,1,806
"subj007","ink_naming","incongruent",7,31,1,1337
"subj007","ink_naming","congruent",7,33,1,1045
"subj007","ink_naming","congruent",7,34,1,1043
"subj007","word_reading","congruent",7,35,1,707
"subj007","ink_naming","congruent",7,36,1,985
"subj007","word_reading","incongruent",7,37,1,937
"subj007","word_reading","congruent",7,38,1,667
"subj007","ink_naming","incongruent",7,39,1,1131
"subj007","ink_naming","incongruent",7,40,1,1175
"subj007","ink_naming","incongruent",7,41,1,1110
"subj007","ink_naming","incongruent",7,42,1,1134
"subj007","ink_naming","incongruent",7,43,1,1129
"subj007","word_reading","incongruent",7,44,0,671
"subj007","ink_naming","congruent",7,45,1,1177
"subj007","ink_naming","congruent",7,47,1,835
"subj007","ink_naming","incongruent",7,48,1,1146
"subj007","word_reading","congruent",7,49,1,780
"subj007","ink_naming","congruent",7,50,0,936
"subj007","word_reading","incongruent",8,1,0,708
"subj007","word_reading","incongruent",8,2,1,649
"subj007","ink_naming","incongruent",8,3,1,1191
"subj007","word_reading","incongruent",8,4,1,679
"subj007","ink_naming","congruent",8,5,1,1021
"subj007","ink_naming","congruent",8,6,1,1048
"subj007","word_reading","incongruent",8,7,1,742
"subj007","word_reading","incongruent",8,8,1,679
"subj007","ink_naming","congruent",8,9,1,1072
"subj007","ink_naming","congruent",8,10,1,1145
"subj007","word_reading","incongruent",8,12,1,696
"subj007","ink_naming","congruent",8,13,1,1072
"subj007","word_reading","incongruent",8,14,1,705
"subj007","ink_naming","incongruent",8,15,1,1229
"subj007","word_reading","incongruent",8,16,1,671
"subj007","ink_naming","congruent",8,17,1,1076
"subj007","word_reading","congruent",8,18,1,783
"subj007","word_reading","incongruent",8,19,1,802
"subj007","ink_naming","incongruent",8,20,1,1199
"subj007","ink_naming","congruent",8,21,1,1025
"subj007","ink_naming","incongruent",8,22,1,1067
"subj007","word_reading","congruent",8,23,1,584
"subj007","ink_naming","incongruent",8,24,1,1216
"subj007","word_reading","congruent",8,25,1,808
"subj007","word_reading","congruent",8,26,1,830
"subj007","ink_naming","incongruent",8,27,1,1250
"subj007","ink_naming","incongruent",8,28,1,1102
"subj007","word_reading","incongruent",8,29,1,869
"subj007","ink_naming","congruent",8,30,1,934
"subj007","ink_naming","congruent",8,31,1,1127
"subj007","ink_naming","congruent",8,33,1,943
"subj007","ink_naming","incongruent",8,34,0,1422
"subj007","word_reading","incongruent",8,35,1,792
"subj007","word_reading","incongruent",8,36,1,596
"subj007","ink_naming","congruent",8,37,1,1001
"subj007","word_reading","congruent",8,39,1,644
"subj007","ink_naming","incongruent",8,41,1,1100
"subj007","ink_naming","congruent",8,42,1,974
"subj007","ink_naming","congruent",8,44,1,1188
"subj007","word_reading","incongruent",8,45,1,723
"subj007","word_reading","congruent",8,46,1,652
"subj007","word_reading","incongruent",8,47,1,626
"subj007","ink_naming","incongruent",8,48,1,1293
"subj007","word_reading","congruent",8,49,1,831
"subj007","word_reading","congruent",8,50,1,829
"subj008","ink_naming","incongruent",1,1,1,1301
"subj008","word_reading","congruent",1,2,1,591
"subj008","ink_naming","congruent",1,3,1,1123
"subj008","ink_naming","congruent",1,4,1,778
"subj008","ink_naming","congruent",1,5,1,914
"subj008","word_reading","incongruent",1,6,1,816
"subj008","word_reading","incongruent",1,7,1,849
"subj008","word_reading","incongruent",1,8,1,748
"subj008","word_reading","congruent",1,9,1,575
"subj008","word_reading","incongruent",1,10,1,726
"subj008","word_reading","congruent",1,11,1,812
"subj008","word_reading","incongruent",1,12,1,2108
"subj008","ink_naming","congruent",1,13,1,848
"subj008","word_reading","congruent",1,14,1,881
"subj008","word_reading","congruent",1,15,1,733
"subj008","word_reading","congruent",1,16,1,595
"subj008","word_reading","congruent",1,17,1,843
"subj008","ink_naming","incongruent",1,18,1,1307
"subj008","word_reading","congruent",1,19,1,740
"subj008","ink_naming","congruent",1,20,1,933
"subj008","word_reading","incongruent",1,21,1,747
"subj008","word_reading","congruent",1,23,0,799
"subj008","ink_naming","incongruent",1,24,1,1231
"subj008","word_reading","congruent",1,25,1,707
"subj008","word_reading","congruent",1,26,1,596
"subj008","word_reading","incongruent",1,27,1,626
"subj008","ink_naming","congruent",1,28,1,1175
"subj008","word_reading","incongruent",1,29,1,683
"subj008","ink_naming","congruent",1,30,1,1073
"subj008","word_reading","congruent",1,31,1,797
"subj008","word_reading","congruent",1,32,1,699
"subj008","word_reading","incongruent",1,33,1,699
"subj008","ink_naming","incongruent",1,34,1,1142
"subj008","ink_naming","congruent",1,35,1,1093
"subj008","ink_naming","incongruent",1,36,1,1261
"subj008","ink_naming","incongruent",1,37,1,973
"subj008","word_reading","incongruent",1,38,1,742
"subj008","ink_naming","incongruent",1,39,1,1306
"subj008","ink_naming","congruent",1,40,1,1130
"subj008","word_reading","incongruent",1,42,1,655
"subj008","ink_naming","congruent",1,43,1,1014
"subj008","word_reading","congruent",1,44,1,490
"subj008","ink_naming","congruent",1,45,1,740
"subj008","ink_naming","incongruent",1,46,1,872
"subj008","word_reading","congruent",1,47,1,625
"subj008","word_reading","congruent",1,48,0,841
"subj008","ink_naming","incongruent",1,49,1,1015
"subj008","ink_naming","incongruent",1,50,1,1065
"subj008","ink_naming","incongruent",2,1,1,1193
"subj008","word_reading","incongruent",2,2,1,848
"subj008","word_reading","congruent",2,3,1,369
"subj008","word_reading","congruent",2,4,1,667
"subj008","ink_naming","incongruent",2,5,1,1259
"subj008","word_reading","incongruent",2,6,1,589
"subj008","ink_naming","incongruent",2,7,0,1312
"subj008","word_reading","congruent",2,8,1,777
"subj008","ink_naming","congruent",2,9,1,1072
"subj008","ink_naming","congruent",2,10,1,981
"subj008","word_reading","incongruent",2,11,1,818
"subj008","ink_naming","congruent",2,12,1,1029
"subj008","word_reading","congruent",2,13,1,537
"subj008","word_reading","incongruent",2,14,1,705
"subj008","ink_naming","congruent",2,16,1,913
"subj008","word_reading","incongruent",2,17,1,799
"subj008","word_reading","incongruent",2,19,1,804
"subj008","word_reading","congruent",2,20,1,681
"subj008","ink_naming","congruent",2,21,1,1009
"subj008","word_reading","incongruent",2,22,1,776
"subj008","ink_naming","incongruent",2,23,1,1036
"subj008","word_reading","congruent",2,24,0,769
"subj008","ink_naming","incongruent",2,25,1,1075
"subj008","ink_naming","incongruent",2,26,1,1235
"subj008","word_reading","congruent",2,27,1,740
"subj008","ink_naming","congruent",2,28,1,976
"subj008","ink_naming","congruent",2,29,1,945
"subj008","word_reading","congruent",2,30,1,619
"subj008","word_reading","congruent",2,31,1,815
"subj008","ink_naming","incongruent",2,32,1,1100
"subj008","word_reading","incongruent",2,33,1,675
"subj008","ink_naming","incongruent",2,34,1,1394
"subj008","word_reading","incongruent",2,35,1,644
"subj008","ink_naming","congruent",2,36,1,1127
"subj008","word_reading","incongruent",2,37,1,797
"subj008","ink_naming","congruent",2,38,1,1078
"subj008","word_reading","congruent",2,39,1,857
"subj008","ink_naming","incongruent",2,40,1,1027
"subj008","word_reading","congruent",2,41,1,652
"subj008","word_reading","congruent",2,42,1,588
"subj008","word_reading","congruent",2,43,1,809
"subj008","word_reading","congruent",2,44,1,674
"subj008","ink_naming","incongruent",2,45,1,1162
"subj008","ink_naming","congruent",2,46,1,878
"subj008","word_reading","incongruent",2,47,1,665
"subj008","ink_naming","congruent",2,48,1,1305
"subj008","ink_naming","incongruent",2,49,1,1030
"subj008","ink_naming","incongruent",2,50,1,1077
"subj008","word_reading","incongruent",3,1,1,558
"subj008","ink_naming","incongruent",3,2,1,932
"subj008","ink_naming","incongruent",3,3,1,1341
"subj008","word_reading","incongruent",3,4,1,635
"subj008","ink_naming","incongruent",3,5,1,1233
"subj008","ink_naming","incongruent",3,6,1,1116
"subj008","ink_naming","incongruent",3,7,1,1111
"subj008","ink_naming","incongruent",3,8,1,1219
"subj008","ink_naming","congruent",3,9,1,1055
"subj008","ink_naming","incongruent",3,10,1,1343
"subj008","word_reading","congruent",3,11,1,761
"subj008","ink_naming","incongruent",3,12,1,1190
"subj008","ink_naming","incongruent",3,13,1,1279
"subj008","word_reading","incongruent",3,14,1,534
"subj008","word_reading","congruent",3,16,1,748
"subj008","ink_naming","congruent",3,17,1,935
"subj008","ink_naming","congruent",3,18,1,984
"subj008","word_reading","incongruent",3,19,1,696
"subj008","word_reading","congruent",3,20,1,715
"subj008","ink_naming","congruent",3,21,1,964
